query; baselineQuery; nlQuery; mlQuery
"SELECT lo.""language_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" INNER JOIN imdb2.""region"" as r ON lo.""region_id"" = r.""region_id"" WHERE g.""genre_id"" >= '27' AND lo.""title_name_id"" IS NOT NULL ORDER BY t.""vote_amount"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization and the intersection that contains the corresponding entries of the tables localization and region. Return the column language_id. Only return the data for which genre_id is greater or equal than '27', title_name_id undefined is true.   Sort the result descending by vote_amount.;Find the language-ids for all titles [MASK] the genre-id is greater or the same as '27', the title-name-id undefined. Sort the result by the number of votes in descending order.;
"SELECT p.""profession_id"", t.""release_date_id"", t.""format_id"", pe.""person_id"" FROM imdb2.""profession"" as p INNER JOIN imdb2.""person_title"" as pt ON p.""profession_id"" = pt.""profession_id"" INNER JOIN imdb2.""title"" as t ON pt.""title_id"" = t.""title_id"" INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" WHERE t.""format_id"" = '3' OR pe.""person_id"" <= '321' ORDER BY p.""profession_id"" ASC;";Form the intersection that contains the corresponding entries of the tables profession and person_title and the intersection that contains the corresponding entries of the tables person_title and title and the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person. Return the columns profession_id, release_date_id, format_id and person_id. Only return the data for which format_id equals '3', person_id is smaller or equal than '321' is true.   Sort the result ascending by profession_id.;Find the profession-ids, the release year ids, the format-ids and the person-ids for all profession and title and title and [MASK] corresponding year and year and [MASK] corresponding person [MASK] [MASK] the format-id is '3', the person-id is smaller or the same as '321'. Sort the result by the profession-id in ascending order.;
"SELECT g.""genre_id"", t.""average_rating"", t.""title_name_id"", pe.""name_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" WHERE tg.""genre_id"" BETWEEN '1' AND '3' AND t.""is_adult"" = 'true' AND pe.""deathhyear_id"" IS NOT NULL ORDER BY g.""genre_id"" ASC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person. Return the columns genre_id, average_rating, title_name_id and name_id. Only return the data for which genre_id is is between 1 and 3, is_adult equals 'true', deathhyear_id undefined is true.   Sort the result ascending by genre_id.;Find the genre-ids, the average ratings, the title-name-ids and the name-ids for all genre and title and title and [MASK] corresponding year and year and [MASK] corresponding person [MASK] [MASK] the genre-id is between 1 and 3, the wether or not the title is rated adult is 'true', the deathyear-id undefined. Sort the result by the genre-id in ascending order.;
"SELECT t.""title_id"", y.""year"" FROM imdb2.""title"" as t INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" INNER JOIN imdb2.""name"" as n ON pe.""name_id"" = n.""name_id"" WHERE y.""year_id"" <> '382' AND pe.""person_id"" >= '372' ORDER BY n.""name"" DESC;";Form the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person and the intersection that contains the corresponding entries of the tables person and name. Return the columns title_id and year. Only return the data for which year_id doesn't equal '382', person_id is greater or equal than '372' is true.   Sort the result descending by name.;Find the title-ids and the years for all title and [MASK] corresponding year and year and [MASK] corresponding person and person and [MASK] corresponding name [MASK] [MASK] the year-id is not '382', the person-id is greater or the same as '372'. Sort the result by the name in descending order.;
"SELECT g.""genre_id"", t.""average_rating"", lo.""localization_id"", lo.""title_name_id"", l.""language"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" INNER JOIN imdb2.""language"" as l ON lo.""language_id"" = l.""language_id"" WHERE t.""title_name_id"" BETWEEN '690843' AND '5990378' AND lo.""localization_id"" = '136' OR lo.""title_name_id"" IS NOT NULL AND l.""language"" <> 'eka' ORDER BY lo.""title_name_id"" ASC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization and the intersection that contains the corresponding entries of the tables localization and language. Return the columns genre_id, average_rating, localization_id, title_name_id and language. Only return the data for which title_name_id is is between 690843 and 5990378, localization_id equals '136', title_name_id undefined, language doesn't equal 'eka' is true.   Sort the result ascending by title_name_id.;Find the genre-ids, the average ratings, the localization-ids, the title-name-ids and the languages for all titles [MASK] the title-name-id is between 690843 and 5990378, the localization-id is '136', the title-name-id undefined, the language is not 'eka'. Sort the result by the title-name-id in ascending order.;
"SELECT g.""genre_id"", t.""runtime_minutes"", lo.""region_id"", lo.""title_id"", lo.""localization_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" WHERE t.""title_id"" BETWEEN '57' AND '33' OR lo.""localization_id"" BETWEEN '343' AND '267' ORDER BY t.""average_rating"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization. Return the columns genre_id, runtime_minutes, region_id, title_id and localization_id. Only return the data for which title_id is is between 57 and 33, localization_id is is between 343 and 267 is true.   Sort the result descending by average_rating.;Find the genre-ids, the runtime, the region-ids, the title-ids and the localization-ids for all titles [MASK] the title-id is between 57 and 33, the localization-id is between 343 and 267. Sort the result by the average rating in descending order.;
"SELECT t.""is_adult"", t.""format_id"", t.""average_rating"", pe.""deathhyear_id"" FROM imdb2.""title"" as t INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" INNER JOIN imdb2.""name"" as n ON pe.""name_id"" = n.""name_id"" WHERE t.""runtime_minutes"" BETWEEN '1' AND '12' AND t.""vote_amount"" = '383' OR t.""release_date_id"" <= '535' OR n.""name_id"" BETWEEN '473' AND '384' ORDER BY n.""name"" DESC;";Form the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person and the intersection that contains the corresponding entries of the tables person and name. Return the columns is_adult, format_id, average_rating and deathhyear_id. Only return the data for which runtime_minutes is is between 1 and 12, vote_amount equals '383', release_date_id is smaller or equal than '535', name_id is is between 473 and 384 is true.   Sort the result descending by name.;Find the wether or not the title is rated adult, the format-ids, the average ratings and the deathyear-ids for all title and [MASK] corresponding year and year and [MASK] corresponding person and person and [MASK] corresponding name [MASK] [MASK] the runtime is between 1 and 12, the number of votes is '383', the release year id is smaller or the same as '535', the name-id is between 473 and 384. Sort the result by the name in descending order.;
"SELECT tg.""title_id"", t.""title_name_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" WHERE g.""genre_id"" BETWEEN '0' AND 'undefined' OR tg.""genre_id"" BETWEEN '22' AND '4' ORDER BY tg.""genre_id"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person. Return the columns title_id and title_name_id. Only return the data for which genre_id is is between 0 and undefined, genre_id is is between 22 and 4 is true.   Sort the result descending by genre_id.;Find the title-ids and the title-name-ids for all genre and title and title and [MASK] corresponding year and year and [MASK] corresponding person [MASK] [MASK] the genre-id is between 0 and undefined, the genre-id is between 22 and 4. Sort the result by the genre-id in descending order.;
"SELECT g.""genre_id"", t.""average_rating"", t.""title_id"", f.""format"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""format"" as f ON t.""format_id"" = f.""format_id"" WHERE t.""is_adult"" = 'false' AND f.""format_id"" <= '2' ORDER BY g.""genre_id"" ASC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and format. Return the columns genre_id, average_rating, title_id and format. Only return the data for which is_adult equals 'false', format_id is smaller or equal than '2' is true.   Sort the result ascending by genre_id.;Find the genre-ids, the average ratings, the title-ids and the formats for all titles [MASK] the wether or not the title is rated adult is 'false', the format-id is smaller or the same as '2'. Sort the result by the genre-id in ascending order.;
"SELECT pe.""name_id"", pe.""person_id"", pe.""birthyear_id"", n.""name_id"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""name"" as n ON pe.""name_id"" = n.""name_id"" WHERE pe.""deathhyear_id"" IS NULL OR n.""name_id"" >= '334' AND n.""name"" <> 'Ken Kesey' ORDER BY n.""name"" ASC;";Form the intersection that contains the corresponding entries of the tables person and name. Return the columns name_id, person_id, birthyear_id and name_id. Only return the data for which deathhyear_id undefined, name_id is greater or equal than '334', name doesn't equal 'Ken Kesey' is true.   Sort the result ascending by name.;Find the name-ids, the person-ids, the birthyear-ids and the name-ids for all persons [MASK] the deathyear-id undefined, the name-id is greater or the same as '334', the name is not 'Ken Kesey'. Sort the result by the name in ascending order.;
"SELECT t.""vote_amount"", t.""release_date_id"", t.""title_name_id"", t.""is_adult"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" WHERE t.""format_id"" <= '7' AND t.""is_adult"" = 'true' OR pe.""deathhyear_id"" IS NULL ORDER BY t.""title_name_id"" ASC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person. Return the columns vote_amount, release_date_id, title_name_id and is_adult. Only return the data for which format_id is smaller or equal than '7', is_adult equals 'true', deathhyear_id undefined is true.   Sort the result ascending by title_name_id.;Find the number of votes, the release year ids, the title-name-ids and the wether or not the title is rated adult for all genre and title and title and [MASK] corresponding year and year and [MASK] corresponding person [MASK] [MASK] the format-id is smaller or the same as '7', the wether or not the title is rated adult is 'true', the deathyear-id undefined. Sort the result by the title-name-id in ascending order.;
"SELECT y.""year"", t.""title_id"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" WHERE pe.""person_id"" BETWEEN '347' AND '267' OR y.""year_id"" = '494' AND t.""runtime_minutes"" <> '1' ORDER BY t.""average_rating"" DESC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns year and title_id. Only return the data for which person_id is is between 347 and 267, year_id equals '494', runtime_minutes doesn't equal '1' is true.   Sort the result descending by average_rating.;Find the years and the title-ids for all person and [MASK] corresponding year and year and [MASK] corresponding title [MASK] [MASK] the person-id is between 347 and 267, the year-id is '494', the runtime is not '1'. Sort the result by the average rating in descending order.;
"SELECT t.""runtime_minutes"", y.""year_id"", pp.""person_id"", p.""profession_id"" FROM imdb2.""title"" as t INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" INNER JOIN imdb2.""person_profession"" as pp ON pe.""person_id"" = pp.""person_id"" INNER JOIN imdb2.""profession"" as p ON pp.""profession_id"" = p.""profession_id"" WHERE pe.""birthyear_id"" <> '579' OR p.""profession_id"" <= '18' ORDER BY t.""release_date_id"" ASC;";Form the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person and the intersection that contains the corresponding entries of the tables person and person_profession and the intersection that contains the corresponding entries of the tables person_profession and profession. Return the columns runtime_minutes, year_id, person_id and profession_id. Only return the data for which birthyear_id doesn't equal '579', profession_id is smaller or equal than '18' is true.   Sort the result ascending by release_date_id.;Find the runtime, the year-ids, the person-ids and the profession-ids for all title and [MASK] corresponding year and year and [MASK] corresponding person and person and profession [MASK] [MASK] the birthyear-id is not '579', the profession-id is smaller or the same as '18'. Sort the result by the release year id in ascending order.;
"SELECT t.""title_name_id"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" WHERE t.""is_adult"" = 'false' AND t.""title_id"" BETWEEN '207' AND '275' ORDER BY pe.""birthyear_id"" ASC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the column title_name_id. Only return the data for which is_adult equals 'false', title_id is is between 207 and 275 is true.   Sort the result ascending by birthyear_id.;Find the title-name-ids for all person and [MASK] corresponding year and year and [MASK] corresponding title and title and [MASK] corresponding title_name [MASK] [MASK] the wether or not the title is rated adult is 'false', the title-id is between 207 and 275. Sort the result by the birthyear-id in ascending order.;
"SELECT pe.""person_id"", t.""is_adult"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" WHERE pe.""birthyear_id"" IS NULL AND t.""average_rating"" IS NULL ORDER BY y.""year"" DESC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns person_id and is_adult. Only return the data for which birthyear_id undefined, average_rating undefined is true.   Sort the result descending by year.;Find the person-ids and the wether or not the title is rated adult for all person and [MASK] corresponding year and year and [MASK] corresponding title [MASK] [MASK] the birthyear-id undefined, the average rating undefined. Sort the result by the year in descending order.;
"SELECT g.""genre_id"", g.""genre"", t.""title_name_id"", t.""title_id"", tn.""title_name_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" WHERE g.""genre"" <> 'Documentary' AND g.""genre_id"" <= '11' ORDER BY t.""runtime_minutes"" ASC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the columns genre_id, genre, title_name_id, title_id and title_name_id. Only return the data for which genre doesn't equal 'Documentary', genre_id is smaller or equal than '11' is true.   Sort the result ascending by runtime_minutes.;Find the genre-ids, the film genres, the title-name-ids, the title-ids and the title-name-ids for all titles [MASK] the film genre is not 'Documentary', the genre-id is smaller or the same as '11'. Sort the result by the runtime in ascending order.;
"SELECT t.""runtime_minutes"", tn.""title_name"" FROM imdb2.""title"" as t INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" INNER JOIN imdb2.""language"" as l ON lo.""language_id"" = l.""language_id"" WHERE t.""title_id"" BETWEEN '446' AND '301' OR tn.""title_name_id"" BETWEEN '435' AND '87' OR lo.""title_name_id"" IS NULL ORDER BY t.""title_name_id"" DESC;";Form the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization and the intersection that contains the corresponding entries of the tables localization and language. Return the columns runtime_minutes and title_name. Only return the data for which title_id is is between 446 and 301, title_name_id is is between 435 and 87, title_name_id undefined is true.   Sort the result descending by title_name_id.;Find the runtime and the name of titles for all titles [MASK] the title-id is between 446 and 301, the title-name-id is between 435 and 87, the title-name-id undefined. Sort the result by the title-name-id in descending order.;
"SELECT t.""is_adult"", tn.""title_name"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" WHERE t.""title_id"" = '166' ORDER BY t.""vote_amount"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization. Return the columns is_adult and title_name. Only return the data for which title_id equals '166' is true.   Sort the result descending by vote_amount.;Find the wether or not the title is rated adult and the name of titles for all titles [MASK] the title-id is '166'. Sort the result by the number of votes in descending order.;
"SELECT tg.""genre_id"", t.""is_adult"", lo.""localization_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" WHERE g.""genre"" = 'Crime' OR tg.""genre_id"" BETWEEN '7' AND '19' ORDER BY t.""average_rating"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization. Return the columns genre_id, is_adult and localization_id. Only return the data for which genre equals 'Crime', genre_id is is between 7 and 19 is true.   Sort the result descending by average_rating.;Find the genre-ids, the wether or not the title is rated adult and the localization-ids for all titles [MASK] the film genre is 'Crime', the genre-id is between 7 and 19. Sort the result by the average rating in descending order.;
"SELECT g.""genre_id"", tg.""genre_id"", t.""is_adult"", t.""title_name_id"", t.""runtime_minutes"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" WHERE t.""release_date_id"" >= '562' OR t.""runtime_minutes"" >= '0' ORDER BY t.""is_adult"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title. Return the columns genre_id, genre_id, is_adult, title_name_id and runtime_minutes. Only return the data for which release_date_id is greater or equal than '562', runtime_minutes is greater or equal than '0' is true.   Sort the result descending by is_adult.;Find the genre-ids, the genre-ids, the wether or not the title is rated adult, the title-name-ids and the runtime for all titles [MASK] the release year id is greater or the same as '562', the runtime is greater or the same as '0'. Sort the result by the wether or not the title is rated adult in descending order.;
"SELECT p.""profession_id"", t.""is_adult"", t.""title_name_id"", t.""average_rating"", t.""format_id"" FROM imdb2.""profession"" as p INNER JOIN imdb2.""person_title"" as pt ON p.""profession_id"" = pt.""profession_id"" INNER JOIN imdb2.""title"" as t ON pt.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" WHERE pt.""title_id"" BETWEEN '465' AND '51' OR t.""runtime_minutes"" = '45' ORDER BY t.""runtime_minutes"" DESC;";Form the intersection that contains the corresponding entries of the tables profession and person_title and the intersection that contains the corresponding entries of the tables person_title and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the columns profession_id, is_adult, title_name_id, average_rating and format_id. Only return the data for which title_id is is between 465 and 51, runtime_minutes equals '45' is true.   Sort the result descending by runtime_minutes.;Find the profession-ids, the wether or not the title is rated adult, the title-name-ids, the average ratings and the format-ids for all titles [MASK] the title-id is between 465 and 51, the runtime is '45'. Sort the result by the runtime in descending order.;
"SELECT t.""is_adult"" FROM imdb2.""profession"" as p INNER JOIN imdb2.""person_title"" as pt ON p.""profession_id"" = pt.""profession_id"" INNER JOIN imdb2.""title"" as t ON pt.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" INNER JOIN imdb2.""localization"" as lo ON tn.""title_name_id"" = lo.""title_name_id"" WHERE pt.""person_id"" <> '1145809' ORDER BY p.""profession_id"" DESC;";Form the intersection that contains the corresponding entries of the tables profession and person_title and the intersection that contains the corresponding entries of the tables person_title and title and the intersection that contains the corresponding entries of the tables title and title_name and the intersection that contains the corresponding entries of the tables title_name and localization. Return the column is_adult. Only return the data for which person_id doesn't equal '1145809' is true.   Sort the result descending by profession_id.;Find the wether or not the title is rated adult for all titles [MASK] the person-id is not '1145809'. Sort the result by the profession-id in descending order.;
"SELECT y.""year_id"", t.""vote_amount"", f.""format"" FROM imdb2.""person"" as pe INNER JOIN imdb2.""year"" as y ON pe.""birthyear_id"" = y.""year_id"" INNER JOIN imdb2.""title"" as t ON y.""year_id"" = t.""release_date_id"" INNER JOIN imdb2.""format"" as f ON t.""format_id"" = f.""format_id"" WHERE y.""year"" BETWEEN '1768' AND '2020' OR t.""average_rating"" BETWEEN '6' AND '7.6' ORDER BY t.""runtime_minutes"" ASC;";Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and format. Return the columns year_id, vote_amount and format. Only return the data for which year is is between 1768 and 2020, average_rating is is between 6 and 7.6 is true.   Sort the result ascending by runtime_minutes.;Find the year-ids, the number of votes and the formats for all person and [MASK] corresponding year and year and [MASK] corresponding title and title and [MASK] corresponding format [MASK] [MASK] the year is between 1768 and 2020, the average rating is between 6 and 7.6. Sort the result by the runtime in ascending order.;
"SELECT t.""title_name_id"", t.""runtime_minutes"" FROM imdb2.""profession"" as p INNER JOIN imdb2.""person_title"" as pt ON p.""profession_id"" = pt.""profession_id"" INNER JOIN imdb2.""title"" as t ON pt.""title_id"" = t.""title_id"" INNER JOIN imdb2.""title_name"" as tn ON t.""title_name_id"" = tn.""title_name_id"" WHERE t.""runtime_minutes"" < '24' OR t.""average_rating"" IS NOT NULL OR t.""title_name_id"" <> '4477625' ORDER BY t.""title_id"" ASC;";Form the intersection that contains the corresponding entries of the tables profession and person_title and the intersection that contains the corresponding entries of the tables person_title and title and the intersection that contains the corresponding entries of the tables title and title_name. Return the columns title_name_id and runtime_minutes. Only return the data for which runtime_minutes is smaller than '24', average_rating undefined, title_name_id doesn't equal '4477625' is true.   Sort the result ascending by title_id.;Find the title-name-ids and the runtime for all titles [MASK] the runtime is smaller than '24', the average rating undefined, the title-name-id is not '4477625'. Sort the result by the title-id in ascending order.;
"SELECT g.""genre_id"", g.""genre"", t.""runtime_minutes"", pe.""deathhyear_id"", pe.""birthyear_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" INNER JOIN imdb2.""name"" as n ON pe.""name_id"" = n.""name_id"" WHERE g.""genre_id"" BETWEEN '14' AND '17' AND n.""name_id"" <= '431' ORDER BY tg.""title_id"" DESC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person and the intersection that contains the corresponding entries of the tables person and name. Return the columns genre_id, genre, runtime_minutes, deathhyear_id and birthyear_id. Only return the data for which genre_id is is between 14 and 17, name_id is smaller or equal than '431' is true.   Sort the result descending by title_id.;Find the genre-ids, the film genres, the runtime, the deathyear-ids and the birthyear-ids for all genre and title and title and [MASK] corresponding year and year and [MASK] corresponding person and person and [MASK] corresponding name [MASK] [MASK] the genre-id is between 14 and 17, the name-id is smaller or the same as '431'. Sort the result by the title-id in descending order.;
"SELECT t.""runtime_minutes"", pe.""birthyear_id"" FROM imdb2.""genre"" as g INNER JOIN imdb2.""title_genre"" as tg ON g.""genre_id"" = tg.""genre_id"" INNER JOIN imdb2.""title"" as t ON tg.""title_id"" = t.""title_id"" INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" WHERE pe.""birthyear_id"" BETWEEN '387' AND '43' ORDER BY t.""title_name_id"" ASC;";Form the intersection that contains the corresponding entries of the tables genre and title_genre and the intersection that contains the corresponding entries of the tables title_genre and title and the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person. Return the columns runtime_minutes and birthyear_id. Only return the data for which birthyear_id is is between 387 and 43 is true.   Sort the result ascending by title_name_id.;Find the runtime and the birthyear-ids for all genre and title and title and [MASK] corresponding year and year and [MASK] corresponding person [MASK] [MASK] the birthyear-id is between 387 and 43. Sort the result by the title-name-id in ascending order.;
"SELECT t.""title_name_id"", t.""release_date_id"", y.""year"", y.""year_id"", pe.""name_id"" FROM imdb2.""title"" as t INNER JOIN imdb2.""year"" as y ON t.""release_date_id"" = y.""year_id"" INNER JOIN imdb2.""person"" as pe ON y.""year_id"" = pe.""birthyear_id"" INNER JOIN imdb2.""name"" as n ON pe.""name_id"" = n.""name_id"" WHERE t.""title_id"" >= '60' OR pe.""name_id"" > '4053678' OR pe.""deathhyear_id"" < '357' ORDER BY pe.""deathhyear_id"" DESC;";Form the intersection that contains the corresponding entries of the tables title and year and the intersection that contains the corresponding entries of the tables year and person and the intersection that contains the corresponding entries of the tables person and name. Return the columns title_name_id, release_date_id, year, year_id and name_id. Only return the data for which title_id is greater or equal than '60', name_id is greater than '4053678', deathhyear_id is smaller than '357' is true.   Sort the result descending by deathhyear_id.;Find the title-name-ids, the release year ids, the years, the year-ids and the name-ids for all title and [MASK] corresponding year and year and [MASK] corresponding person and person and [MASK] corresponding name [MASK] [MASK] the title-id is greater or the same as '60', the name-id is larger than '4053678', the deathyear-id is smaller than '357'. Sort the result by the deathyear-id in descending order.;
